Quote, Company Name, CUSIP,Algorithm,Consensus, Consensus Price, Consensus Date, Previous Consensus, Previous Consensus Price, Previous Consensus Date,Avg. HPR (Long), Avg. HPR (Short), Std. Dev (Long), Std. Dev (Short), Current Price, Target Price, Target Met, Target Ex-Date, Window #, Window Accuracy (Long),Window Accuracy (Short), Number of Trades, Avg. Trade Duration (mos), Inception Date, Fund Ranking (YTD-1), Mkt Ranking, Peer #1 Quote, Peer #1 Name,Peer #1 YTD-1 Fund Ranking, Peer #1 Mkt Ranking, Peer #2 Quote, Peer #2 Name,Peer #2 YTD-1 Fund Ranking, Peer #2 Mkt Ranking
QLTI,QLT INC. (USA),746927102,Trend Analyzer V3.1,SHORT,$6.08 ,23-Sep-10,BUY,$4.75 ,17-Dec-09,-17.55%,-100.00%,181.66pp,NaNpp,$7.64 ,$12.16 ,Y,19-Oct-12,10,50.00%,33.33%,7,25,6-Nov-98,2.81,3.92,ROCHE HOLDING LTD. (ADR),RHHBY,3.1,4.21,NOVARTIS AG (ADR),NVS,2.86,2.93
QLTI,QLT INC. (USA),746927102,Momentum Analyzer V1.0,SHORT,$5.11 ,19-Mar-10,BUY,$3.99 ,20-Aug-09,1.54%,40.36%,126.13pp,100.00pp,$7.64 ,$3.05 ,N,29-Jan-12,15,50.00%,50.00%,4,23,20-Sep-05,2.81,3.92,ROCHE HOLDING LTD. (ADR),RHHBY,3.1,4.21,NOVARTIS AG (ADR),NVS,2.86,2.93
QLTY,QUALITY DISTRIBUTION INC.,-1,Trend Analyzer V3.1,SHORT,$9.92 ,9-Feb-11,BUY,$3.90 ,11-Dec-09,154.36%,60.08%,100.00pp,100.00pp,$5.90 ,$3.96 ,N,8-Oct-13,30,100.00%,100.00%,3,32,16-Mar-05,2.13,4.27,HEARTLAND EXPRESS INC.,HTLD,3.34,2.34,KNIGHT TRANSPORTATION,KNX,3.18,2.79
QLTY,QUALITY DISTRIBUTION INC.,-1,Momentum Analyzer V1.0,SHORT,$11.65 ,27-Apr-12,BUY,$2.63 ,11-Mar-08,342.97%,76.89%,100.00pp,100.00pp,$5.90 ,$2.69 ,N,13-Mar-15,15,100.00%,100.00%,3,35,29-Jul-04,2.13,4.27,HEARTLAND EXPRESS INC.,HTLD,3.34,2.34,KNIGHT TRANSPORTATION,KNX,3.18,2.79
QUIK,QUICKLOGIC CORPORATION,74837P108,Trend Analyzer V3.1,SHORT,$6.16 ,10-Jan-11,BUY,$1.37 ,23-Jun-09,349.64%,76.62%,100.00pp,100.00pp,$2.25 ,$1.44 ,N,22-Apr-13,20,100.00%,100.00%,3,28,25-Apr-06,2.49,2.4,ALTERA CORPORATION,ALTR,3.21,1.75,XILINX INC.,XLNX,3.11,1.54
QUIK,QUICKLOGIC CORPORATION,74837P108,Momentum Analyzer V1.0,SHORT,$3.10 ,17-Jan-08,BUY,$2.70 ,3-Dec-04,14.81%,43.75%,100.00pp,100.00pp,$2.25 ,$1.74 ,N,19-Oct-11,5,100.00%,100.00%,3,46,3-Jan-02,2.49,2.4,ALTERA CORPORATION,ALTR,3.21,1.75,XILINX INC.,XLNX,3.11,1.54
R,RYDER SYSTEM INC.,783549108,Trend Analyzer V3.1,BUY,$40.23 ,24-Sep-12,SHORT,$56.63 ,18-Jul-11,21.86%,28.96%,100.00pp,100.00pp,$48.69 ,$49.03 ,N,18-Aug-13,15,100.00%,100.00%,3,11,13-May-10,2.59,3.88,J.B. HUNT TRANSPORT SERVICES INC.,JBHT,2.95,1.95,HUB GROUP INC,HUBG,2.79,3.76
R,RYDER SYSTEM INC.,783549108,Momentum Analyzer V1.0,SHORT,$46.39 ,1-Nov-12,BUY,$39.06 ,25-Sep-12,4.88%,-100.00%,114.67pp,NaNpp,$48.69 ,$92.78 ,Y,20-Oct-14,25,66.67%,50.00%,7,24,30-Jul-99,2.59,3.88,J.B. HUNT TRANSPORT SERVICES INC.,JBHT,2.95,1.95,HUB GROUP INC,HUBG,2.79,3.76
RAD,RITE AID CORPORATION,767754104,Trend Analyzer V3.1,SHORT,$1.27 ,24-Sep-12,SHORT,$2.19 ,10-Jan-08,-2.19%,45.11%,159.06pp,123.74pp,$1.39 ,$0.70 ,N,7-Sep-14,15,33.33%,75.00%,7,24,2-Sep-99,2.28,4.71,PETMED EXPRESS INC,PETS,3.38,2.97,WALGREEN COMPANY,WAG,3.06,3.36
RAD,RITE AID CORPORATION,767754104,Momentum Analyzer V1.0,SHORT,$1.24 ,27-Jun-11,SHORT,$4.45 ,16-Jun-06,-5.45%,32.12%,258.18pp,101.87pp,$1.39 ,$0.84 ,N,1-Aug-13,10,66.67%,66.67%,6,26,21-Sep-00,2.28,4.71,PETMED EXPRESS INC,PETS,3.38,2.97,WALGREEN COMPANY,WAG,3.06,3.36
RADA,RADA ELECTRONIC IND. LTD.,1082650,Trend Analyzer V3.1,BUY,$2.50 ,30-Jul-10,SHORT,$14.30 ,25-Jan-05,1.20%,63.86%,100.00pp,111.38pp,$1.06 ,$2.53 ,N,29-Mar-14,10,50.00%,100.00%,4,45,14-Sep-98,2.47,4.84,TELEDYNE TECHNOLOGIES INC.,TDY,3.08,3.4,DISTINCTION GROUP INC.,GD,3.05,4.67
RADA,RADA ELECTRONIC IND. LTD.,1082650,Momentum Analyzer V1.0,SHORT,$1.15 ,18-Jun-12,SHORT,$3.27 ,29-Mar-11,5.78%,43.81%,300.79pp,124.64pp,$1.06 ,$0.65 ,N,18-Aug-14,20,50.00%,100.00%,5,26,6-Jun-02,2.47,4.84,TELEDYNE TECHNOLOGIES INC.,TDY,3.08,3.4,DISTINCTION GROUP INC.,GD,3.05,4.67
RAH,RALCORP HOLDINGS INC.,751028101,Trend Analyzer V3.1,SHORT,$86.92 ,6-Jul-11,HOLD,$59.79 ,20-Sep-10,154.98%,9.98%,175.39pp,115.60pp,$89.33 ,$78.24 ,N,31-May-14,10,100.00%,33.33%,5,35,4-Nov-98,2.71,3.43,,,-1,-1,,,-1,-1
RAH,RALCORP HOLDINGS INC.,751028101,Momentum Analyzer V1.0,BUY,$60.33 ,4-Feb-11,HOLD,$20.90 ,2-Oct-02,39.89%,-100.00%,100.00pp,NaNpp,$89.33 ,$84.40 ,Y,19-Nov-14,15,100.00%,50.00%,4,46,20-Mar-98,2.71,3.43,,,-1,-1,,,-1,-1
RAIL,FREIGHTCAR AMERICA INC.,357023100,Trend Analyzer V3.1,SHORT,$18.86 ,26-Oct-12,SHORT,$20.81 ,6-Jun-12,5.90%,35.37%,113.91pp,108.93pp,$22.23 ,$12.19 ,N,22-Jan-14,10,66.67%,66.67%,6,15,23-Sep-05,2.61,3.96,WESTINGHOUSE AIR BRAKE TECH. CORP,WAB,2.99,1.57,FAIVELEY,FVLEF,2.81,4.6
RAIL,FREIGHTCAR AMERICA INC.,357023100,Momentum Analyzer V1.0,BUY,$34.93 ,1-Jul-08,SHORT,$37.71 ,31-Jan-08,71.41%,7.37%,100.00pp,100.00pp,$22.23 ,$59.87 ,N,17-Jan-11,10,50.00%,100.00%,3,31,15-Jul-05,2.61,3.96,WESTINGHOUSE AIR BRAKE TECH. CORP,WAB,2.99,1.57,FAIVELEY,FVLEF,2.81,4.6
RAS,RAIT FINANCIAL TRUST,749227104,Trend Analyzer V3.1,BUY,$4.05 ,20-Jan-10,SHORT,$27.36 ,14-Sep-07,-34.77%,34.37%,195.76pp,137.83pp,$5.66 ,$2.64 ,Y,13-Feb-12,15,66.67%,50.00%,5,25,6-Dec-02,2.6,4.09,STARWOOD PROPERTY TRUST INC.,STWD,2.72,2.21,RAIT FINANCIAL TRUST,RAS,2.6,4.09
RAS,RAIT FINANCIAL TRUST,749227104,Momentum Analyzer V1.0,BUY,$2.04 ,3-Mar-09,SHORT,$103.02 ,5-Dec-06,23.88%,98.02%,100.00pp,100.00pp,$5.66 ,$2.53 ,Y,24-Jun-11,30,100.00%,100.00%,3,28,28-Mar-06,2.6,4.09,STARWOOD PROPERTY TRUST INC.,STWD,2.72,2.21,RAIT FINANCIAL TRUST,RAS,2.6,4.09
RBA,RITCHIE BROS. AUCTIONEERS (USA),767744105,Trend Analyzer V3.1,SHORT,$20.96 ,19-Jul-12,SHORT,$21.18 ,16-Dec-10,40.62%,-100.00%,129.11pp,NaNpp,$20.65 ,$41.92 ,Y,28-Mar-14,10,75.00%,33.33%,7,21,21-Jun-01,2.85,2.2,CAR CHARGING GROUP INC.,CCGI,2.88,2.25,RITCHIE BROS. AUCTIONEERS (USA),RBA,2.85,2.2
RBA,RITCHIE BROS. AUCTIONEERS (USA),767744105,Momentum Analyzer V1.0,SHORT,$21.13 ,2-Jan-09,BUY,$0.64 ,28-Apr-00,577.90%,37.86%,487.03pp,100.00pp,$20.65 ,$13.13 ,N,5-Aug-12,10,100.00%,100.00%,4,44,30-Dec-98,2.85,2.2,CAR CHARGING GROUP INC.,CCGI,2.88,2.25,RITCHIE BROS. AUCTIONEERS (USA),RBA,2.85,2.2
RBC,,758750103,Trend Analyzer V3.1,BUY,$66.60 ,25-Apr-12,HOLD,$50.13 ,17-Dec-09,138.71%,-24.99%,100.00pp,111.71pp,$68.72 ,$158.98 ,N,2-Dec-14,10,100.00%,0.00%,4,32,1-Nov-02,-1,-1,CHINA ELECTRIC MOTOR INC.,CELM,3.16,5,THE TIMKEN COMPANY,TKR,2.51,2.84
RBC,,758750103,Momentum Analyzer V1.0,SHORT,$67.93 ,9-Oct-12,HOLD,$63.96 ,4-Apr-12,24.53%,-100.00%,117.26pp,NaNpp,$68.72 ,$135.86 ,Y,28-Nov-15,10,100.00%,33.33%,5,38,17-Sep-97,-1,-1,CHINA ELECTRIC MOTOR INC.,CELM,3.16,5,THE TIMKEN COMPANY,TKR,2.51,2.84
RBCAA,REPUBLIC BANCORP INC. KY,760281204,Trend Analyzer V3.1,SHORT,$16.11 ,27-Oct-05,BUY,$14.66 ,29-Mar-04,9.89%,-100.00%,100.00pp,NaNpp,$20.90 ,$32.22 ,Y,6-Mar-10,10,100.00%,0.00%,3,53,3-Apr-00,2.1,3.66,COMMERCE BANCSHARES INC.,CBSH,2.53,2.84,THE BANK OF KENTUCKY FINANCIAL CORP,BKYF,2.52,3.23
RBCAA,REPUBLIC BANCORP INC. KY,760281204,Momentum Analyzer V1.0,BUY,$20.80 ,19-Dec-12,SHORT,$22.49 ,1-Dec-06,114.70%,2.94%,155.22pp,104.44pp,$20.90 ,$44.66 ,N,26-Jun-15,5,100.00%,50.00%,5,31,25-Sep-00,2.1,3.66,COMMERCE BANCSHARES INC.,CBSH,2.53,2.84,THE BANK OF KENTUCKY FINANCIAL CORP,BKYF,2.52,3.23
RBN,ROBBINS & MYERS INC.,770196103,Trend Analyzer V3.1,BUY,$25.13 ,16-Sep-10,SHORT,$26.90 ,29-Apr-10,2.77%,-100.00%,113.42pp,NaNpp,$59.33 ,$25.83 ,Y,28-Feb-12,5,80.00%,40.00%,10,18,2-Nov-98,-1,-1,GRACO INC.,GGG,2.99,1.69,THE GORMAN-RUPP COMPANY,GRC,2.94,3.08
RBN,ROBBINS & MYERS INC.,770196103,Momentum Analyzer V1.0,SHORT,$18.04 ,16-Oct-07,BUY,$5.65 ,1-Oct-04,219.29%,22.60%,100.00pp,100.00pp,$59.33 ,$13.96 ,N,7-Oct-12,10,100.00%,50.00%,3,61,5-Jun-98,-1,-1,GRACO INC.,GGG,2.99,1.69,THE GORMAN-RUPP COMPANY,GRC,2.94,3.08
RBPAA,ROYAL BANCSHARES OF PENNSYLVANIA INC.,780081105,Trend Analyzer V3.1,BUY,$2.15 ,7-Sep-12,HOLD,$1.67 ,17-Apr-12,-14.17%,0.29%,272.44pp,150.88pp,$1.12 ,$1.85 ,N,17-Feb-14,5,60.00%,50.00%,9,18,26-Apr-00,2.03,4.67,UNIVEST CORP. OF PA,UVSP,2.47,3.03,S \X26 T BANCORP INC,STBA,2.44,3.51
RBPAA,ROYAL BANCSHARES OF PENNSYLVANIA INC.,780081105,Momentum Analyzer V1.0,SHORT,$1.97 ,28-Jun-12,SHORT,$2.05 ,30-Mar-09,-3.90%,89.32%,100.00pp,100.00pp,$1.12 ,$0.21 ,N,5-Apr-14,15,0.00%,100.00%,3,22,26-Oct-07,2.03,4.67,UNIVEST CORP. OF PA,UVSP,2.47,3.03,S \X26 T BANCORP INC,STBA,2.44,3.51
RCKB,ROCKVILLE FINANCIAL INC,774186100,Trend Analyzer V3.1,BUY,$12.08 ,26-Sep-12,HOLD,$11.46 ,4-May-12,20.47%,15.35%,115.31pp,116.43pp,$12.82 ,$14.55 ,N,13-Jun-13,5,100.00%,75.00%,8,9,8-Jun-07,-1,-1,,,-1,-1,,,-1,-1
RCKB,ROCKVILLE FINANCIAL INC,774186100,Momentum Analyzer V1.0,BUY,$11.41 ,16-Feb-12,SHORT,$12.00 ,22-Jun-10,23.97%,16.11%,100.00pp,110.67pp,$12.82 ,$14.14 ,N,27-Apr-13,5,100.00%,100.00%,4,15,1-May-08,-1,-1,,,-1,-1,,,-1,-1
RCKY,ROCKY BRANDS INC.,774515100,Trend Analyzer V3.1,SHORT,$8.23 ,13-May-10,BUY,$5.47 ,9-Jan-08,50.46%,59.33%,100.00pp,100.00pp,$13.00 ,$3.35 ,N,22-Jun-12,15,100.00%,50.00%,3,26,27-Oct-06,2.38,4.13,DECKERS OUTDOOR CORP,DECK,2.93,2.71,MCRAE INDUSTRIES,MRINA,2.77,4.47
RCKY,ROCKY BRANDS INC.,774515100,Momentum Analyzer V1.0,SHORT,$11.58 ,9-Feb-11,BUY,$4.92 ,9-Jan-09,47.52%,-100.00%,145.99pp,NaNpp,$13.00 ,$23.16 ,Y,5-Apr-13,10,66.67%,50.00%,7,26,22-Apr-98,2.38,4.13,DECKERS OUTDOOR CORP,DECK,2.93,2.71,MCRAE INDUSTRIES,MRINA,2.77,4.47
RCL,ROYAL CARIBBEAN CRUISES LTD.,V7780T103,Trend Analyzer V3.1,BUY,$47.51 ,16-Mar-05,HOLD,$46.83 ,21-Oct-04,19.71%,-4.99%,100.00pp,103.72pp,$33.23 ,$56.87 ,N,4-Jul-07,5,100.00%,50.00%,4,28,6-Jan-04,2.37,3.73,CARNIVAL CORPORATION,CCL,2.89,2.98,CARNIVAL PLC (ADR),CUK,2.64,2.85
RCL,ROYAL CARIBBEAN CRUISES LTD.,V7780T103,Momentum Analyzer V1.0,SHORT,$34.50 ,1-Nov-12,BUY,$24.93 ,11-Dec-09,45.06%,-4.15%,144.70pp,147.71pp,$33.23 ,$35.93 ,Y,18-Oct-14,5,75.00%,75.00%,8,24,10-Sep-97,2.37,3.73,CARNIVAL CORPORATION,CCL,2.89,2.98,CARNIVAL PLC (ADR),CUK,2.64,2.85
RCMT,RCM TECHNOLOGIES INC.,749360400,Trend Analyzer V3.1,SHORT,$5.19 ,11-Jul-11,BUY,$4.95 ,22-Sep-10,-20.81%,18.67%,146.07pp,115.07pp,$5.32 ,$4.22 ,N,10-Dec-13,10,33.33%,33.33%,6,29,5-Nov-98,2.65,4.65,MICROSOFT CORPORATION,MSFT,3.14,2.82,COGNIZANT TECH. SOLUTIONS CORP,CTSH,3.11,1.19
RCMT,RCM TECHNOLOGIES INC.,749360400,Momentum Analyzer V1.0,SHORT,$3.21 ,23-Jul-08,BUY,$3.09 ,16-May-03,3.88%,-12.77%,100.00pp,100.00pp,$5.32 ,$3.62 ,N,25-Nov-11,25,100.00%,0.00%,3,41,20-Mar-03,2.65,4.65,MICROSOFT CORPORATION,MSFT,3.14,2.82,COGNIZANT TECH. SOLUTIONS CORP,CTSH,3.11,1.19
RDC,ROWAN COMPANIES PLC,779382100,Trend Analyzer V3.1,BUY,$11.01 ,3-Mar-09,SHORT,$29.72 ,13-Mar-07,52.88%,47.20%,100.00pp,110.70pp,$30.48 ,$16.83 ,Y,10-Mar-12,25,100.00%,100.00%,4,37,21-Mar-01,2.71,2.74,DIAMOND OFFSHORE DRILLING INC.,DO,2.92,2.86,HEWLETT-PACKARD COMPANY,HP,2.9,2.92
RDC,ROWAN COMPANIES PLC,779382100,Momentum Analyzer V1.0,BUY,$13.61 ,18-Mar-09,SHORT,$20.81 ,13-Oct-08,5.89%,19.85%,125.68pp,126.81pp,$30.48 ,$14.41 ,Y,15-May-11,10,66.67%,66.67%,6,26,15-May-00,2.71,2.74,DIAMOND OFFSHORE DRILLING INC.,DO,2.92,2.86,HEWLETT-PACKARD COMPANY,HP,2.9,2.92
RDCM,RADCOM LTD.,M81865103,Trend Analyzer V3.1,SHORT,$9.40 ,6-Dec-10,BUY,$1.78 ,7-Aug-08,428.09%,99.18%,100.00pp,100.00pp,$2.53 ,$0.08 ,N,16-Apr-15,15,100.00%,100.00%,3,53,30-Mar-00,2.46,5,SPIRENT COMMUNICATIONS PLC (ADR),SPMYY,3.18,1.58,EXFO INC,EXFO,3.08,4.19
RDCM,RADCOM LTD.,M81865103,Momentum Analyzer V1.0,BUY,$0.57 ,14-Aug-09,SHORT,$52.80 ,8-Dec-05,70.91%,78.80%,115.62pp,111.26pp,$2.53 ,$0.97 ,Y,18-Jul-12,5,100.00%,100.00%,5,36,22-Sep-98,2.46,5,SPIRENT COMMUNICATIONS PLC (ADR),SPMYY,3.18,1.58,EXFO INC,EXFO,3.08,4.19
RDEN,ELIZABETH ARDEN INC.,28660G106,Trend Analyzer V3.1,SHORT,$14.72 ,17-Dec-09,SHORT,$20.26 ,5-Jan-06,29.61%,-11.93%,178.39pp,102.35pp,$43.08 ,$16.48 ,N,11-Nov-12,10,100.00%,50.00%,5,35,6-Nov-98,-1,-1,,,-1,-1,,,-1,-1
RDEN,ELIZABETH ARDEN INC.,28660G106,Momentum Analyzer V1.0,BUY,$17.10 ,17-Jan-08,SHORT,$18.16 ,3-May-01,34.52%,5.84%,100.00pp,100.00pp,$43.08 ,$23.00 ,Y,20-Feb-12,20,100.00%,100.00%,3,50,8-Jan-01,-1,-1,,,-1,-1,,,-1,-1
RDN,RADIAN GROUP INC.,750236101,Trend Analyzer V3.1,BUY,$7.31 ,31-Dec-09,SHORT,$53.82 ,6-Nov-06,11.05%,-100.00%,101.90pp,NaNpp,$5.72 ,$8.12 ,N,21-Nov-12,20,66.67%,50.00%,5,35,23-Nov-98,2.44,4.02,ASSURED GUARANTY LTD.,AGO,2.94,3.33,TRIAD GUARANTY INC.,TGIC,2.7,4.71
RDN,RADIAN GROUP INC.,750236101,Momentum Analyzer V1.0,SHORT,$5.18 ,13-May-11,BUY,$3.97 ,5-Jan-09,86.99%,91.17%,143.31pp,100.00pp,$5.72 ,$0.46 ,N,7-Jul-14,15,100.00%,50.00%,4,38,14-Sep-00,2.44,4.02,ASSURED GUARANTY LTD.,AGO,2.94,3.33,TRIAD GUARANTY INC.,TGIC,2.7,4.71
RDWR,RADWARE LTD.,M81873107,Trend Analyzer V3.1,SHORT,$8.78 ,12-Aug-08,SHORT,$20.47 ,24-Mar-06,-26.50%,-100.00%,171.36pp,NaNpp,$32.82 ,$17.56 ,N,26-Aug-10,10,66.67%,50.00%,5,25,21-Jan-03,-1,-1,,,-1,-1,,,-1,-1
RDWR,RADWARE LTD.,M81873107,Momentum Analyzer V1.0,BUY,$6.03 ,20-Apr-09,SHORT,$13.30 ,30-May-07,11.76%,51.55%,100.00pp,102.05pp,$32.82 ,$6.74 ,Y,10-Jul-11,15,100.00%,100.00%,4,27,29-Apr-04,-1,-1,,,-1,-1,,,-1,-1
RDY,DR. REDDYS LABORATORIES LIMITED (ADR),256135203,Trend Analyzer V3.1,BUY,$29.81 ,5-Jul-12,SHORT,$40.27 ,2-Dec-10,214.86%,25.97%,100.00pp,100.00pp,$33.08 ,$93.86 ,N,29-Sep-13,20,100.00%,100.00%,3,15,18-May-09,2.71,2.61,NOVARTIS AG (ADR),NVS,2.99,3.11,SANOFI SA (ADR),SNY,2.97,3.76
RDY,DR. REDDYS LABORATORIES LIMITED (ADR),256135203,Momentum Analyzer V1.0,SHORT,$15.30 ,22-Apr-08,BUY,$13.53 ,17-Mar-08,13.08%,-100.00%,100.00pp,NaNpp,$33.08 ,$30.60 ,N,15-Mar-12,10,100.00%,0.00%,3,47,6-Aug-01,2.71,2.61,NOVARTIS AG (ADR),NVS,2.99,3.11,SANOFI SA (ADR),SNY,2.97,3.76
RE,EVEREST RE GROUP LTD,G3223R108,Trend Analyzer V3.1,SHORT,$108.93 ,24-Sep-12,HOLD,$80.39 ,18-Jul-11,19.11%,-100.00%,140.45pp,NaNpp,$108.98 ,$217.86 ,Y,7-Sep-14,15,100.00%,33.33%,7,24,2-Sep-99,2.48,3.83,AXIS CAPITAL HOLDINGS LTD.,AXS,3.28,3.01,VALIDUS HOLDINGS LTD.,VR,2.96,2.33
RE,EVEREST RE GROUP LTD,G3223R108,Momentum Analyzer V1.0,BUY,$70.01 ,4-Jun-10,HOLD,$68.36 ,20-Jan-09,53.00%,4.00%,120.56pp,106.57pp,$108.98 ,$107.11 ,Y,16-Aug-13,5,100.00%,50.00%,5,39,23-May-97,2.48,3.83,AXIS CAPITAL HOLDINGS LTD.,AXS,3.28,3.01,VALIDUS HOLDINGS LTD.,VR,2.96,2.33
REGN,REGENERON PHARMACEUTICALS INC,75886F107,Trend Analyzer V3.1,BUY,$25.80 ,23-Sep-10,HOLD,$19.44 ,27-May-08,91.97%,-3.66%,149.41pp,143.18pp,$167.97 ,$49.53 ,Y,18-Aug-13,10,100.00%,50.00%,5,35,6-Nov-98,2.6,2.14,JOHNSON & JOHNSON,JNJ,3.13,2.54,ROCHE HOLDING LTD. (ADR),RHHBY,3.04,4.13
REGN,REGENERON PHARMACEUTICALS INC,75886F107,Momentum Analyzer V1.0,SHORT,$26.70 ,1-Oct-10,BUY,$18.38 ,13-Mar-07,116.70%,28.92%,149.17pp,100.00pp,$167.97 ,$18.98 ,N,26-Apr-14,25,100.00%,50.00%,4,43,29-Jan-99,2.6,2.14,JOHNSON & JOHNSON,JNJ,3.13,2.54,ROCHE HOLDING LTD. (ADR),RHHBY,3.04,4.13
RELL,RICHARDSON ELECTRONICS LTD.,763165107,Trend Analyzer V3.1,SHORT,$12.27 ,25-Apr-12,BUY,$9.67 ,23-Sep-10,44.26%,30.63%,113.69pp,100.00pp,$11.19 ,$8.51 ,N,11-Dec-15,10,100.00%,100.00%,4,44,6-Nov-98,2.51,3.79,3M CO,MMM,2.97,1.72,ARROW ELECTRONICS INC.,ARW,2.81,4.67
RELL,RICHARDSON ELECTRONICS LTD.,763165107,Momentum Analyzer V1.0,SHORT,$11.07 ,7-Dec-12,BUY,$7.25 ,22-Oct-07,23.99%,5.42%,116.20pp,113.55pp,$11.19 ,$10.47 ,N,22-Mar-15,10,100.00%,33.33%,6,28,12-Aug-99,2.51,3.79,3M CO,MMM,2.97,1.72,ARROW ELECTRONICS INC.,ARW,2.81,4.67
RELV,RELIV INTERNATIONAL INC,75952R100,Trend Analyzer V3.1,SHORT,$5.49 ,14-May-08,SHORT,$8.03 ,19-Dec-07,-5.89%,-100.00%,125.64pp,NaNpp,$1.23 ,$10.98 ,Y,30-Apr-10,5,66.67%,75.00%,7,24,13-Aug-99,2.7,4.13,USANA HEALTH SCIENCES INC.,USNA,2.94,3.16,NATURE'S SUNSHINE PROD.,NATR,2.86,3.58
RELV,RELIV INTERNATIONAL INC,75952R100,Momentum Analyzer V1.0,SHORT,$9.92 ,13-Jul-05,BUY,$1.04 ,31-May-00,853.85%,32.90%,100.00pp,100.00pp,$1.23 ,$6.66 ,Y,1-Sep-10,10,100.00%,100.00%,3,63,19-Dec-97,2.7,4.13,USANA HEALTH SCIENCES INC.,USNA,2.94,3.16,NATURE'S SUNSHINE PROD.,NATR,2.86,3.58
RENT,RENTRAK CORPORATION,760174102,Trend Analyzer V3.1,SHORT,$18.34 ,11-Jul-11,HOLD,$12.70 ,9-Aug-07,46.20%,-18.74%,125.20pp,114.49pp,$19.32 ,$21.78 ,Y,6-Aug-13,10,100.00%,0.00%,7,25,6-Nov-98,2.88,2.99,TAOMEE HOLDINGS LTD (ADR),TAOM,3.05,2.19,RENTRAK CORPORATION,RENT,2.88,2.99
RENT,RENTRAK CORPORATION,760174102,Momentum Analyzer V1.0,BUY,$27.49 ,8-Oct-10,HOLD,$12.16 ,17-Jan-08,235.91%,-100.00%,100.00pp,NaNpp,$19.32 ,$92.34 ,N,12-Oct-14,20,100.00%,50.00%,4,49,8-May-97,2.88,2.99,TAOMEE HOLDINGS LTD (ADR),TAOM,3.05,2.19,RENTRAK CORPORATION,RENT,2.88,2.99
REXI,RESOURCE AMERICA INC,761195205,Trend Analyzer V3.1,BUY,$5.96 ,21-Jul-11,SHORT,$8.78 ,29-Jan-02,5.28%,32.12%,100.00pp,100.00pp,$6.73 ,$6.27 ,Y,17-May-16,20,100.00%,100.00%,3,59,18-Nov-98,2.48,3.4,GAIN CAPITAL HOLDINGS INC,GCAP,3.07,4.18,CIFC CORP,DFR,2.62,2.58
REXI,RESOURCE AMERICA INC,761195205,Momentum Analyzer V1.0,SHORT,$6.59 ,12-Apr-12,BUY,$5.66 ,24-Jan-12,27.00%,-100.00%,135.00pp,NaNpp,$6.73 ,$13.18 ,Y,4-Apr-14,10,75.00%,25.00%,8,24,24-Jul-97,2.48,3.4,GAIN CAPITAL HOLDINGS INC,GCAP,3.07,4.18,CIFC CORP,DFR,2.62,2.58
REXX,REX ENERGY CORPORATION,761565100,Trend Analyzer V3.1,BUY,$12.62 ,18-Dec-12,BUY,$10.52 ,14-May-12,29.48%,13.81%,139.30pp,128.33pp,$12.73 ,$16.34 ,N,28-Jul-13,15,75.00%,75.00%,8,7,3-Apr-08,2.29,2.97,WPX ENERGY INC,WPX,2.66,4.87,EQT CORPORATION,EQT,2.66,2.76
REXX,REX ENERGY CORPORATION,761565100,Momentum Analyzer V1.0,BUY,$9.57 ,10-Apr-12,SHORT,$11.55 ,16-Dec-09,309.57%,17.14%,100.00pp,100.00pp,$12.73 ,$39.20 ,N,25-Jul-13,15,100.00%,100.00%,3,16,20-Mar-09,2.29,2.97,WPX ENERGY INC,WPX,2.66,4.87,EQT CORPORATION,EQT,2.66,2.76
RF,REGIONS FINANCIAL CORPORATION,7591EP100,Trend Analyzer V3.1,BUY,$5.84 ,18-Jul-11,SHORT,$8.74 ,13-May-10,-45.07%,31.88%,100.00pp,100.99pp,$6.93 ,$3.21 ,Y,17-Dec-14,15,50.00%,100.00%,4,42,2-Sep-99,1.84,3.73,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.72,4.45,SUNTRUST BANKS INC.,STI,2.53,2.94
RF,REGIONS FINANCIAL CORPORATION,7591EP100,Momentum Analyzer V1.0,BUY,$4.08 ,27-Jan-09,SHORT,$33.49 ,29-Apr-05,108.40%,59.43%,100.00pp,117.81pp,$6.93 ,$8.50 ,N,28-Dec-12,25,100.00%,100.00%,4,48,17-Sep-97,1.84,3.73,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.72,4.45,SUNTRUST BANKS INC.,STI,2.53,2.94
RGEN,REPLIGEN CORPORATION,759916109,Trend Analyzer V3.1,BUY,$3.69 ,9-Mar-09,SHORT,$5.78 ,27-May-08,46.36%,40.73%,205.74pp,103.36pp,$6.08 ,$5.40 ,Y,5-Apr-11,10,75.00%,66.67%,7,25,6-Nov-98,2.8,3.53,AMGEN INC.,AMGN,3.03,2.37,BIOGEN IDEC INC.,BIIB,2.87,1.97
RGEN,REPLIGEN CORPORATION,759916109,Momentum Analyzer V1.0,SHORT,$4.41 ,29-Feb-12,BUY,$3.33 ,24-Oct-08,30.24%,33.17%,106.31pp,114.27pp,$6.08 ,$2.95 ,N,15-Mar-14,10,100.00%,66.67%,6,25,23-Jan-01,2.8,3.53,AMGEN INC.,AMGN,3.03,2.37,BIOGEN IDEC INC.,BIIB,2.87,1.97
